INFO    2021-10-16 12:25:01,619 [http-nio-8086-exec-9] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 17:58:36,694 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Logout successfully!
INFO    2021-10-16 17:58:42,071 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Login user success!
INFO    2021-10-16 17:58:45,375 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Logout successfully!
WARN    2021-10-16 17:59:07,103 [http-nio-8086-exec-79] vegetablesshop.controller.LoginController  - Login fail! Incorrect user ID or password!
INFO    2021-10-16 17:59:26,524 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 17:59:36,147 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 17:59:45,423 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:00:12,813 [http-nio-8086-exec-1] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 18:00:16,335 [http-nio-8086-exec-12] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:01:04,617 [http-nio-8086-exec-8] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:01:47,929 [http-nio-8086-exec-22] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 18:01:50,535 [http-nio-8086-exec-14] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:02:10,230 [http-nio-8086-exec-24] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:03:09,165 [http-nio-8086-exec-25] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:03:10,362 [http-nio-8086-exec-27] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:04:00,183 [http-nio-8086-exec-28] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:13:45,408 [http-nio-8086-exec-68] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:28,154 [http-nio-8086-exec-66] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:29,734 [http-nio-8086-exec-63] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:32,114 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:38,421 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:41,980 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:14:56,648 [http-nio-8086-exec-63] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 18:15:00,179 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:15:12,186 [http-nio-8086-exec-63] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:15:19,988 [http-nio-8086-exec-68] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:15:29,464 [http-nio-8086-exec-67] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:15:46,017 [http-nio-8086-exec-62] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:15:47,872 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Get information of product has id: 12462851 successfully!
INFO    2021-10-16 18:16:08,288 [http-nio-8086-exec-62] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:16:14,138 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:16:19,180 [http-nio-8086-exec-60] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:16:24,538 [http-nio-8086-exec-62] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:16:32,401 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:16:48,369 [http-nio-8086-exec-60] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:17:31,391 [http-nio-8086-exec-65] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:17:43,867 [http-nio-8086-exec-61] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:17:49,233 [http-nio-8086-exec-63] vegetablesshop.controller.LoginController  - Get information of product has id: 12462851 successfully!
INFO    2021-10-16 18:18:10,133 [http-nio-8086-exec-66] vegetablesshop.controller.LoginController  - Get information of product has id: 12462851 successfully!
INFO    2021-10-16 18:18:24,913 [http-nio-8086-exec-67] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:18:34,607 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:22:50,885 [http-nio-8086-exec-67] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:22:58,079 [http-nio-8086-exec-63] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:22:59,824 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Get information of product has id: 12415121 successfully!
INFO    2021-10-16 18:23:37,540 [http-nio-8086-exec-64] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:44:44,700 [http-nio-8086-exec-62] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:44:52,985 [http-nio-8086-exec-62] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:45:55,096 [http-nio-8086-exec-66] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:45:57,350 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:46:06,026 [http-nio-8086-exec-65] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:46:15,794 [http-nio-8086-exec-61] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:46:21,926 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:46:23,575 [http-nio-8086-exec-65] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:48:33,971 [http-nio-8086-exec-66] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:48:35,379 [http-nio-8086-exec-67] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:49:14,537 [http-nio-8086-exec-61] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:49:22,926 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-16 18:49:24,571 [http-nio-8086-exec-65] vegetablesshop.controller.LoginController  - Get information of product has id: 12462851 successfully!
INFO    2021-10-16 18:53:59,250 [http-nio-8086-exec-65] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:54:09,112 [http-nio-8086-exec-61] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:54:38,387 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 18:54:44,351 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:55:23,125 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:55:30,461 [http-nio-8086-exec-76] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:58:02,174 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 18:58:03,385 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 19:01:05,760 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 19:05:24,964 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 23:50:07,276 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-16 23:50:13,383 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 23:51:09,863 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 23:56:20,973 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 23:59:30,716 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-16 23:59:32,264 [http-nio-8086-exec-76] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:00:41,603 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:00:58,548 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:00:59,820 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:05,159 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:13,134 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:21,693 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:22,843 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:30,379 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:01:59,341 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:03:22,647 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:04:44,864 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:07,777 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:14,515 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:19,757 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:28,717 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:41,017 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:43,157 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:05:48,442 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:07:06,110 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:08:10,675 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:09:00,754 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:09:35,950 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:09:50,843 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:10:55,565 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:11:22,536 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:11:25,060 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:11:28,624 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:11:46,793 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:13:24,489 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:15:00,625 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:16:15,188 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:17:22,033 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:17:33,331 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:17:38,655 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:22:40,214 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:23:35,077 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:23:36,807 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:25:58,076 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:26:28,505 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:27:13,488 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:28:28,040 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:33:02,931 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:33:47,286 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:34:53,848 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:35:45,304 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:35:52,291 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:36:26,992 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:36:47,282 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:38:08,119 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:40:25,144 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:40:51,434 [http-nio-8086-exec-76] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:46:55,135 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:47:00,497 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:48:31,542 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:48:36,567 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:52:34,314 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:52:41,763 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:52:51,785 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:53:01,708 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:55:05,289 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:55:14,459 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:55:20,107 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 00:55:56,819 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:02:47,688 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:03:35,494 [http-nio-8086-exec-76] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:05:43,602 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:07:03,864 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:08:46,706 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:09:34,360 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:09:49,550 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:10:40,047 [http-nio-8086-exec-73] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:12:11,804 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:13:13,481 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:14:48,507 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:14:56,622 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:15:11,045 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:15:17,619 [http-nio-8086-exec-72] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:15:56,378 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:15:57,680 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:16:26,176 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:16:45,533 [http-nio-8086-exec-76] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:16:59,187 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-17 01:17:01,173 [http-nio-8086-exec-71] vegetablesshop.controller.LoginController  - Get information of product has id: 12511251 successfully!
INFO    2021-10-17 01:17:19,022 [http-nio-8086-exec-78] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:17:20,781 [http-nio-8086-exec-77] vegetablesshop.controller.LoginController  - Get information of product has id: 12511251 successfully!
INFO    2021-10-17 01:17:39,752 [http-nio-8086-exec-74] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:17:41,358 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Get information of product has id: 12511251 successfully!
INFO    2021-10-17 01:18:16,646 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:18:39,042 [http-nio-8086-exec-75] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:18:53,917 [http-nio-8086-exec-69] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 01:19:03,838 [http-nio-8086-exec-70] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:34:27,185 [http-nio-8086-exec-6] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:36:30,096 [http-nio-8086-exec-2] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:36:36,645 [http-nio-8086-exec-4] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:36:43,993 [http-nio-8086-exec-5] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:36:48,283 [http-nio-8086-exec-9] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:37:12,960 [http-nio-8086-exec-1] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:37:23,616 [http-nio-8086-exec-1] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-17 11:37:25,489 [http-nio-8086-exec-10] vegetablesshop.controller.LoginController  - Get information of product has id: 12516161 successfully!
INFO    2021-10-17 11:38:35,150 [http-nio-8086-exec-9] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:38:54,041 [http-nio-8086-exec-2] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:40:09,346 [http-nio-8086-exec-1] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:40:41,033 [http-nio-8086-exec-6] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:42:33,101 [http-nio-8086-exec-10] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:42:57,521 [http-nio-8086-exec-3] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:44:01,909 [http-nio-8086-exec-8] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:44:12,411 [http-nio-8086-exec-4] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:44:26,889 [http-nio-8086-exec-3] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:45:10,644 [http-nio-8086-exec-4] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:45:20,503 [http-nio-8086-exec-1] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:46:03,877 [http-nio-8086-exec-2] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 11:48:05,274 [http-nio-8086-exec-3] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:14:54,411 [http-nio-8086-exec-44] vegetablesshop.controller.LoginController  - Login admin success!
INFO    2021-10-17 12:14:56,538 [http-nio-8086-exec-52] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:16:55,498 [http-nio-8086-exec-58] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:17:44,489 [http-nio-8086-exec-56] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:18:33,930 [http-nio-8086-exec-58] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:19:01,905 [http-nio-8086-exec-52] vegetablesshop.controller.LoginController  - Get product list successfully!
INFO    2021-10-17 12:19:08,556 [http-nio-8086-exec-57] vegetablesshop.controller.LoginController  - Get information of product has id: 1c0dbf5a-c8a7-461a-bad7-fa78a10c95ba successfully!
INFO    2021-10-17 12:19:30,951 [http-nio-8086-exec-51] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:19:37,523 [http-nio-8086-exec-57] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:19:48,142 [http-nio-8086-exec-55] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
INFO    2021-10-17 12:19:51,075 [http-nio-8086-exec-60] vegetablesshop.controller.LoginController  - Get information of product has id: 1c0dbf5a-c8a7-461a-bad7-fa78a10c95ba successfully!
INFO    2021-10-17 12:20:05,867 [http-nio-8086-exec-55] vegetablesshop.controller.LoginController  - Get product list successfully!
WARN    2021-10-17 12:20:10,157 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Quantity of this product is not enough!
WARN    2021-10-17 12:20:10,905 [http-nio-8086-exec-53] vegetablesshop.controller.LoginController  - Quantity of this product is not enough!
WARN    2021-10-17 12:20:11,603 [http-nio-8086-exec-57] vegetablesshop.controller.LoginController  - Quantity of this product is not enough!
INFO    2021-10-17 12:20:25,686 [http-nio-8086-exec-51] vegetablesshop.controller.LoginController  - Update cart successfully!
INFO    2021-10-17 12:20:26,952 [http-nio-8086-exec-59] vegetablesshop.controller.LoginController  - Remove product from cart has id: 1c0dbf5a-c8a7-461a-bad7-fa78a10c95ba successfully!
INFO    2021-10-17 12:21:07,763 [http-nio-8086-exec-58] vegetablesshop.controller.LoginController  - Admin get all product list successfully!
